traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
英屬哥倫比亞,英属哥伦比亚,Ying1 shu3 Ge1 lun2 bi3 ya4],British Columbia Pacific province of Canada,,,,,,,,,,,,,,,,,
英屬維爾京群島,英属维尔京群岛,Ying1 shu3 Wei2 er3 jing1 Qun2 dao3],British Virgin Islands,,,,,,,,,,,,,,,,,
英山,英山,Ying1 shan1],Yingshan county in Huanggang 黃岡|黄冈[Huang2 gang1] Hubei,,,,,,,,,,,,,,,,,
英山縣,英山县,Ying1 shan1 xian4],Yingshan county in Huanggang 黃岡|黄冈[Huang2 gang1] Hubei,,,,,,,,,,,,,,,,,
英年,英年,ying1 nian2],the prime of one's life,youthful years,,,,,,,,,,,,,,,,
英年早逝,英年早逝,ying1 nian2 zao3 shi4],to die an untimely death (idiom),to be cut off in one's prime,,,,,,,,,,,,,,,,
英式橄欖球,英式橄榄球,Ying1 shi4 gan3 lan3 qiu2],rugby,,,,,,,,,,,,,,,,,
英德,英德,Ying1 De2],Anglo-German,England and Germany,,,,,,,,,,,,,,,,
英德,英德,Ying1 de2],see 英德市[Ying1 de2 shi4],,,,,,,,,,,,,,,,,
英德市,英德市,Ying1 de2 shi4],Yingde city Guangdong,,,,,,,,,,,,,,,,,
英文,英文,Ying1 wen2],English (language),,,,,,,,,,,,,,,,,
英明,英明,ying1 ming2],wise,brilliant,,,,,,,,,,,,,,,,
英明果斷,英明果断,ying1 ming2 guo3 duan4],wise and resolute,,,,,,,,,,,,,,,,,
英格蘭,英格兰,Ying1 ge2 lan2],England,,,,,,,,,,,,,,,,,
英格蘭銀行,英格兰银行,Ying1 ge2 lan2 Yin2 hang2],Bank of England,,,,,,,,,,,,,,,,,
英武,英武,ying1 wu3],soldierly,martial (appearance),,,,,,,,,,,,,,,,
英氣,英气,ying1 qi4],heroic spirit,,,,,,,,,,,,,,,,,
英法,英法,ying1 fa3],Anglo-French,,,,,,,,,,,,,,,,,
英漢,英汉,Ying1 Han4],English-Chinese,,,,,,,,,,,,,,,,,
英漢對譯,英汉对译,Ying1 Han4 dui4 yi4],English-Chinese parallel text,,,,,,,,,,,,,,,,,
英特爾,英特尔,Ying1 te4 er3],Intel,,,,,,,,,,,,,,,,,
英特網,英特网,Ying1 te4 wang3],variant of 因特網|因特网[Yin1 te4 wang3] Internet,,,,,,,,,,,,,,,,,
英畝,英亩,ying1 mu3],acre,,,,,,,,,,,,,,,,,
英石,英石,ying1 shi2],ornamental limestone made in Yingde Guangdong,,,,,,,,,,,,,,,,,
英聯合王國,英联合王国,Ying1 lian2 he2 wang2 guo2],United Kingdom,,,,,,,,,,,,,,,,,
英聯邦,英联邦,Ying1 Lian2 bang1],British Commonwealth of Nations,,,,,,,,,,,,,,,,,
英華,英华,Ying1 Hua2],English-Chinese,,,,,,,,,,,,,,,,,
英語,英语,Ying1 yu3],English (language),,,,,,,,,,,,,,,,,
英語教學,英语教学,Ying1 yu3 jiao1 xue2],English Language Teaching (ELT),studying and teaching English,,,,,,,,,,,,,,,,
英語熱,英语热,Ying1 yu3 re4],English language fan,enthusiasm for English,,,,,,,,,,,,,,,,
英語角,英语角,Ying1 yu3 jiao3],English corner,spoken English practice group,,,,,,,,,,,,,,,,
英譯,英译,Ying1 yi4],English translation,,,,,,,,,,,,,,,,,
英超,英超,Ying1 Chao1],Premier League,England Premier Soccer League,,,,,,,,,,,,,,,,
英超賽,英超赛,Ying1 chao1 sai4],England premier soccer league,,,,,,,,,,,,,,,,,
英軍,英军,Ying1 jun1],British army,,,,,,,,,,,,,,,,,
英迪格酒店,英迪格酒店,Ying1 di2 ge2 Jiu3 dian4],Hotel Indigo (brand),,,,,,,,,,,,,,,,,
英里,英里,Ying1 li3],mile (unit of length equal to 1.609 km),,,,,,,,,,,,,,,,,
英鎊,英镑,Ying1 bang4],pound sterling,,,,,,,,,,,,,,,,,
英雄,英雄,ying1 xiong2],hero,CL:個|个[ge4],,,,,,,,,,,,,,,,
英雄好漢,英雄好汉,ying1 xiong2 hao3 han4],heroes,,,,,,,,,,,,,,,,,
英雄式,英雄式,ying1 xiong2 shi4],heroic,,,,,,,,,,,,,,,,,
英雄所見略同,英雄所见略同,ying1 xiong2 suo3 jian4 lu:e4 tong2],lit. heroes usually agree (idiom); Great minds think alike.,,,,,,,,,,,,,,,,,
英雄無用武之地,英雄无用武之地,ying1 xiong2 wu2 yong4 wu3 zhi1 di4],a hero with no chance of using his might,to have no opportunity to display one's talents,,,,,,,,,,,,,,,,
英雄難過美人關,英雄难过美人关,ying1 xiong2 nan2 guo4 mei3 ren2 guan1],even heroes have a weakness for the charms of a beautiful woman (idiom),,,,,,,,,,,,,,,,,
英靈,英灵,ying1 ling2],spirit of a martyr,spirit of the brave departed,person of remarkable talent,,,,,,,,,,,,,,,
苲,苲,zha3],see 苲草[zha3 cao3],,,,,,,,,,,,,,,,,
苲草,苲草,zha3 cao3],hornwort,,,,,,,,,,,,,,,,,
苴,苴,Ju1],surname Ju,,,,,,,,,,,,,,,,,
苴,苴,ju1],(hemp),sack cloth,,,,,,,,,,,,,,,,
苴麻,苴麻,ju1 ma2],distinctively female hemp plant (Cannabis sativa),,,,,,,,,,,,,,,,,
苶,苶,nie2],weary,tired,,,,,,,,,,,,,,,,
苷,苷,gan1],licorice,glycoside,,,,,,,,,,,,,,,,
苹,苹,ping2],(artemisia),duckweed,,,,,,,,,,,,,,,,
苺,苺,mei2],variant of 莓 berry,strawberry,,,,,,,,,,,,,,,,
苻,苻,fu2],Angelica anomala,,,,,,,,,,,,,,,,,
苻堅,苻坚,Fu2 Jian1],Fu Jian (338-385) emperor of Former Qin 前秦[Qian2 Qin2] reigning from 357-385,,,,,,,,,,,,,,,,,
苾,苾,bi4],(phonetic),fragrant,,,,,,,,,,,,,,,,
茀,茀,fu2],luxuriant growth,,,,,,,,,,,,,,,,,
茀星,茀星,fu2 xing1],comet (arch.),,,,,,,,,,,,,,,,,
茁,茁,zhuo2],to display vigorous new growth,to sprout,,,,,,,,,,,,,,,,
茁壯,茁壮,zhuo2 zhuang4],healthy and strong,sturdy,thriving,vigorous,robust,flourishing,,,,,,,,,,,,
茂,茂,mao4],luxuriant,(chemistry) cyclopentadiene,,,,,,,,,,,,,,,,
茂南,茂南,Mao4 nan2],Maonan district of Maoming city 茂名市 Guangdong,,,,,,,,,,,,,,,,,
茂南區,茂南区,Mao4 nan2 qu1],Maonan district of Maoming city 茂名市 Guangdong,,,,,,,,,,,,,,,,,
茂名,茂名,Mao4 ming2],Maoming prefecture level city in Guangdong,,,,,,,,,,,,,,,,,
茂名市,茂名市,Mao4 ming2 shi4],Maoming prefecture level city in Guangdong province,,,,,,,,,,,,,,,,,
茂密,茂密,mao4 mi4],dense (of plant growth),lush,,,,,,,,,,,,,,,,
茂才,茂才,mao4 cai2],see 秀才[xiu4 cai5],,,,,,,,,,,,,,,,,
茂林,茂林,Mao4 lin2],Maolin township in Kaohsiung county 高雄縣|高雄县[Gao1 xiong2 xian4] southwest Taiwan,,,,,,,,,,,,,,,,,
茂林鄉,茂林乡,Mao4 lin2 xiang1],Maolin township in Kaohsiung county 高雄縣|高雄县[Gao1 xiong2 xian4] southwest Taiwan,,,,,,,,,,,,,,,,,
茂汶縣,茂汶县,Mao4 wen4 xian4],Maowen county in Sichuan home of the Qiang people 羗族|羌族,,,,,,,,,,,,,,,,,
茂港,茂港,Mao4 gang3],Maogang district of Maoming city 茂名市 Guangdong,,,,,,,,,,,,,,,,,
茂港區,茂港区,Mao4 gang3 qu1],Maogang district of Maoming city 茂名市 Guangdong,,,,,,,,,,,,,,,,,
茂物,茂物,Mao4 wu4],Bogor (city in West Java),,,,,,,,,,,,,,,,,
茂盛,茂盛,mao4 sheng4],lush,,,,,,,,,,,,,,,,,
茂縣,茂县,Mao4 xian4],Mao county in Ngawa Tibetan and Qiang autonomous prefecture 阿壩藏族羌族自治州|阿坝藏族羌族自治州[A1 ba4 Zang4 zu2 Qiang1 zu2 zi4 zhi4 zhou1] northwest Sichuan,,,,,,,,,,,,,,,,,
茂親,茂亲,mao4 qin1],one's capable and virtuous relatives,,,,,,,,,,,,,,,,,
范,范,Fan4],surname Fan,,,,,,,,,,,,,,,,,
范仲淹,范仲淹,Fan4 Zhong4 yan1],Fan Zhongyan (989-1052) minister of Northern Song led failed reform of 1043,also writer and author of On Yueyang Tower 岳陽樓記|岳阳楼记,,,,,,,,,,,,,,,,
范志毅,范志毅,Fan4 Zhi4 yi4],Fan Zhiyi (1969-) soccer player,,,,,,,,,,,,,,,,,
范思哲,范思哲,Fan4 si1 zhe2],Versace (fashion designer),,,,,,,,,,,,,,,,,
范斯坦,范斯坦,Fan4 si1 tan3],Dianne Feinstein (1933-) US Senator from California,,,,,,,,,,,,,,,,,
范曄,范晔,Fan4 Ye4],historian from Song of the Southern Dynasties 南朝宋 author of History of Eastern Han 後漢書|后汉书,,,,,,,,,,,,,,,,,
范特西,范特西,fan4 te4 xi1],fantasy (loanword),,,,,,,,,,,,,,,,,
范瑋琪,范玮琪,Fan4 Wei3 qi2],Christine Fan (1976-) American-born Taiwanese singer and actress,,,,,,,,,,,,,,,,,
范縝,范缜,Fan4 Zhen3],Fan Zhen (c. 450-c. 510) philosopher from Qi and Liang of the Southern dynasties as atheist denying Buddhist teachings on karma and rebirth,,,,,,,,,,,,,,,,,
范蠡,范蠡,Fan4 Li3],Fan Li (536-488 BC) politician of Yue state businessman and economist,,,,,,,,,,,,,,,,,
茄,茄,jia1],"phonetic character used in loanwords for the sound ""jia"" although 夹 is more common",,,,,,,,,,,,,,,,,
茄,茄,qie2],eggplant,,,,,,,,,,,,,,,,,
茄二十八星瓢蟲,茄二十八星瓢虫,qie2 er4 shi2 ba1 xing1 piao2 chong2],28-spotted ladybird,hadda beetle,Henosepilachna vigintioctopunctata,,,,,,,,,,,,,,,
茄克,茄克,jia1 ke4],variant of 夾克|夹克[jia1 ke4],,,,,,,,,,,,,,,,,
茄克衫,茄克衫,jia1 ke4 shan1],jacket,,,,,,,,,,,,,,,,,
茄子,茄子,qie2 zi5],eggplant (Solanum melongena L.),aubergine,brinjal,Guinea squash,"phonetic ""cheese"" (when being photographed)","equivalent of ""say cheese""",,,,,,,,,,,,
茄子河區,茄子河区,Qie2 zi5 he2 qu1],Qiezihe district of Qitaihe city 七台河[Qi1 tai2 he2] Heilongjiang,,,,,,,,,,,,,,,,,
茄科,茄科,qie2 ke1],Solanaceae (the potato and eggplant family),,,,,,,,,,,,,,,,,
茄紅素,茄红素,qie2 hong2 su4],Lycopene,,,,,,,,,,,,,,,,,
茄萣,茄萣,Qie2 ding4],Qieding or Chiating township in Kaohsiung county 高雄縣|高雄县[Gao1 xiong2 xian4] southwest Taiwan,,,,,,,,,,,,,,,,,
茄萣鄉,茄萣乡,Qie2 ding4 xiang1],Qieding or Chiating township in Kaohsiung county 高雄縣|高雄县[Gao1 xiong2 xian4] southwest Taiwan,,,,,,,,,,,,,,,,,
茅,茅,Mao2],surname Mao,,,,,,,,,,,,,,,,,
茅,茅,mao2],reeds,rushes,,,,,,,,,,,,,,,,
茅以升,茅以升,Mao2 Yi3 sheng1],Mao Yisheng (1896-1989) Chinese structural engineer and social activist,,,,,,,,,,,,,,,,,
茅利塔尼亞,茅利塔尼亚,Mao2 li4 ta3 ni2 ya4],Mauritania (Tw),,,,,,,,,,,,,,,,,
茅坑,茅坑,mao2 keng1],latrine pit,latrine,,,,,,,,,,,,,,,,
茅塞頓開,茅塞顿开,mao2 se4 dun4 kai1],murky darkness suddenly opens (idiom); a sudden flash of insight and all is clear,,,,,,,,,,,,,,,,,
茅屋,茅屋,mao2 wu1],thatched cottage,,,,,,,,,,,,,,,,,
茅屋頂,茅屋顶,mao2 wu1 ding3],thatch roof,,,,,,,,,,,,,,,,,
茅山,茅山,Mao2 Shan1],Mt Mao Daoist mountain southeast of Jurong county 句容[Ju4 rong2] Jiangsu Province,,,,,,,,,,,,,,,,,
茅廁,茅厕,mao2 si5],(dialect) latrine,,,,,,,,,,,,,,,,,
茅廬,茅庐,mao2 lu2],thatched cottage,,,,,,,,,,,,,,,,,
茅房,茅房,mao2 fang2],toilet (rural euphemism),thatched hut or house,,,,,,,,,,,,,,,,
茅棚,茅棚,mao2 peng2],thatched shed,,,,,,,,,,,,,,,,,
茅盾,茅盾,Mao2 Dun4],Mao Dun (1896-1981) Chinese novelist,,,,,,,,,,,,,,,,,
茅盾文學獎,茅盾文学奖,Mao2 Dun4 Wen2 xue2 jiang3],Mao Dun Literature Prize PRC prize for novel writing awarded since 1982,,,,,,,,,,,,,,,,,
茅竹,茅竹,mao2 zhu2],variant of 毛竹[mao2 zhu2],,,,,,,,,,,,,,,,,
茅箭,茅箭,Mao2 jian4],Maojian district of Shiyan city 十堰市[Shi2 yan4 shi4] Hubei,,,,,,,,,,,,,,,,,
茅箭區,茅箭区,Mao2 jian4 qu1],Maojian district of Shiyan city 十堰市[Shi2 yan4 shi4] Hubei,,,,,,,,,,,,,,,,,
茅臺,茅台,Mao2 tai2],Maotai town in Renhuai county Guizhou,Maotai liquor 茅臺酒|茅台酒,,,,,,,,,,,,,,,,
茅臺酒,茅台酒,mao2 tai2 jiu3],maotai (a Chinese liquor),CL:杯[bei1]瓶[ping2],,,,,,,,,,,,,,,,
茅舍,茅舍,mao2 she4],cottage,hut,,,,,,,,,,,,,,,,
茅草,茅草,mao2 cao3],sogon grass,,,,,,,,,,,,,,,,,
茆,茆,mao2],variant of 茅[mao2],thatch,,,,,,,,,,,,,,,,
茆,茆,mao3],type of water plant,(dialect) loess hills,,,,,,,,,,,,,,,,
茇,茇,ba2],betel,,,,,,,,,,,,,,,,,
茈,茈,zi3],Common Gromwell or European stoneseed (Lithospermum officinale),,,,,,,,,,,,,,,,,
茉,茉,mo4],jasmine,,,,,,,,,,,,,,,,,
茉莉,茉莉,mo4 li4],jasmine,,,,,,,,,,,,,,,,,
茉莉花,茉莉花,mo4 li5 hua1],jasmine,,,,,,,,,,,,,,,,,
茉莉花茶,茉莉花茶,mo4 li5 hua1 cha2],jasmine tea,,,,,,,,,,,,,,,,,
茉莉菊酯,茉莉菊酯,mo4 li4 ju2 zhi3],jasmolin,,,,,,,,,,,,,,,,,
茊,茊,zi1],old variant of 茲|兹[zi1],,,,,,,,,,,,,,,,,
茌,茌,Chi2],name of a district in Shandong,,,,,,,,,,,,,,,,,
茌平,茌平,Chi2 ping2],Chiping county in Liaocheng 聊城[Liao2 cheng2] Shandong,,,,,,,,,,,,,,,,,
茌平縣,茌平县,Chi2 ping2 xian4],Chiping county in Liaocheng 聊城[Liao2 cheng2] Shandong,,,,,,,,,,,,,,,,,
茍,茍,ji2],urgent,,,,,,,,,,,,,,,,,
茖,茖,ge2],allium victorialis,,,,,,,,,,,,,,,,,
茗,茗,ming2],Thea sinensis,young leaves of tea,,,,,,,,,,,,,,,,
茘,荔,li4],variant of 荔[li4],,,,,,,,,,,,,,,,,
茚,茚,yin4],indene (chemistry),,,,,,,,,,,,,,,,,
茛,茛,gen4],ranunculus,,,,,,,,,,,,,,,,,
茜,茜,qian4],Rubia cordifolia,Indian madder,munjeet,,,,,,,,,,,,,,,
茜,茜,xi1],used in the transliteration of people's names,,,,,,,,,,,,,,,,,
茜紫,茜紫,qian4 zi3],sage (herb),,,,,,,,,,,,,,,,,
茜草,茜草,qian4 cao3],Rubia cordifolia,Indian madder,munjit,,,,,,,,,,,,,,,
茝,茝,chai3],aromatic plant possibly Dahurian angelica 白芷[bai2 zhi3] (archaic),,,,,,,,,,,,,,,,,
茞,茞,chen2],fragrant plant,angelica,,,,,,,,,,,,,,,,
茠,茠,xiu1],to weed,to eradicate,,,,,,,,,,,,,,,,
茢,茢,lie4],rushes,sedges,,,,,,,,,,,,,,,,
茥,茥,gui1],Rubus tokkura,,,,,,,,,,,,,,,,,
茦,茦,ce4],pointed grass blade,to prick,,,,,,,,,,,,,,,,
茨,茨,ci2],Caltrop or puncture vine (Tribulus terrestris),to thatch (a roof),,,,,,,,,,,,,,,,
茨城,茨城,Ci2 cheng2],Ibaraki prefecture in northeast Japan,,,,,,,,,,,,,,,,,
茨城縣,茨城县,Ci2 cheng2 xian4],Ibaraki prefecture in northeast Japan,,,,,,,,,,,,,,,,,
茨岡,茨冈,ci2 gang1],(loanword) tzigane,gypsy,,,,,,,,,,,,,,,,
茨欣瓦利,茨欣瓦利,Ci2 xin1 wa3 li4],Tskhinvali capital of South Osetia,,,,,,,,,,,,,,,,,
茨菰,茨菰,ci2 gu5],arrowhead (Sagittaria subulata a water plant),,,,,,,,,,,,,,,,,
茨萬吉拉伊,茨万吉拉伊,Ci2 wan4 ji2 la1 yi1],Morgan Tsvangirai (1952-) Zimbabwean politician,,,,,,,,,,,,,,,,,
茫,茫,mang2],vast with no clear boundary,fig. hazy,indistinct,unclear,confused,,,,,,,,,,,,,
茫崖,茫崖,Mang2 ya2],Mang'ai county level subdivision of Haixi Mongol and Tibetan autonomous prefecture 海西蒙古族藏族自治州[Hai3 xi1 Meng3 gu3 zu2 Zang4 zu2 zi4 zhi4 zhou1] Qinghai,,,,,,,,,,,,,,,,,
茫崖區,茫崖区,Mang2 ya2 qu1],Mang'ai county level subdivision of Haixi Mongol and Tibetan autonomous prefecture 海西蒙古族藏族自治州[Hai3 xi1 Meng3 gu3 zu2 Zang4 zu2 zi4 zhi4 zhou1] Qinghai,,,,,,,,,,,,,,,,,
茫崖行政區,茫崖行政区,Mang2 ya2 xing2 zheng4 qu1],Mang'ai county level subdivision of Haixi Mongol and Tibetan autonomous prefecture 海西蒙古族藏族自治州[Hai3 xi1 Meng3 gu3 zu2 Zang4 zu2 zi4 zhi4 zhou1] Qinghai,,,,,,,,,,,,,,,,,
茫崖行政委員會,茫崖行政委员会,Mang2 ya2 xing2 zheng4 wei3 yuan2 hui4],Mang'ai county level subdivision of Haixi Mongol and Tibetan autonomous prefecture 海西蒙古族藏族自治州 Qinghai,,,,,,,,,,,,,,,,,
茫然,茫然,mang2 ran2],blankly,vacantly,at a loss,,,,,,,,,,,,,,,
茫然失措,茫然失措,mang2 ran2 shi1 cuo4],at a loss (idiom),,,,,,,,,,,,,,,,,
茫茫,茫茫,mang2 mang2],boundless,vast and obscure,,,,,,,,,,,,,,,,
茬,茬,cha2],stubble land after crop has been taken,a second crop obtained by rotation of land,an opportunity,,,,,,,,,,,,,,,
茬口,茬口,cha2 kou3],harvested land left for rotation,an opportunity,,,,,,,,,,,,,,,,
茬地,茬地,cha2 di4],stubble land after crop has been taken,,,,,,,,,,,,,,,,,
茬子,茬子,cha2 zi5],stubble,,,,,,,,,,,,,,,,,
茭,茭,jiao1],Zizania aquatica,,,,,,,,,,,,,,,,,
茭白,茭白,jiao1 bai2],water bamboo,wild rice shoots,,,,,,,,,,,,,,,,
茯,茯,fu2],Pachyma cocos,china root,,,,,,,,,,,,,,,,
茯苓,茯苓,fu2 ling2],Wolfiporia extensa (a wood-decay fungus),fu ling,tuckahoe,,,,,,,,,,,,,,,
茱,茱,zhu1],cornelian cherry,,,,,,,,,,,,,,,,,
茱莉亞,茱莉亚,Zhu1 li4 ya4],Julia (name),,,,,,,,,,,,,,,,,
茱莉婭,茱莉娅,Zhu1 li4 ya4],Julia (name),,,,,,,,,,,,,,,,,
茱莉雅,茱莉雅,Zhu1 li4 ya3],Julia (name),,,,,,,,,,,,,,,,,
茱莉雅·吉拉德,茱莉雅·吉拉德,Zhu1 li4 ya3 · Ji2 la1 de2],Julia Gillard (1961-) Australian politician prime minister from 2010,,,,,,,,,,,,,,,,,
茱萸,茱萸,zhu1 yu2],Cornus officinalis (Japanese cornel dogwood a kind of herb),,,,,,,,,,,,,,,,,
茱麗葉,茱丽叶,Zhu1 li4 ye4],Juliet or Juliette (name),,,,,,,,,,,,,,,,,
茲,兹,zi1],now,here,this,time,year,,,,,,,,,,,,,
茲事體大,兹事体大,zi1 shi4 ti3 da4],this is no small thing (idiom),to have a serious matter at hand,,,,,,,,,,,,,,,,
茲卡病毒,兹卡病毒,Zi1 ka3 bing4 du2],Zika virus (Tw),,,,,,,,,,,,,,,,,
茲因,兹因,zi1 yin1],(formal) whereas,since,,,,,,,,,,,,,,,,
茲沃勒,兹沃勒,Zi1 wo4 le4],Zwolle (Netherlands),,,,,,,,,,,,,,,,,
茳,茳,jiang1],Cyperus malaccensis,,,,,,,,,,,,,,,,,
茳芏,茳芏,jiang1 du4],Cyperus malaccensis,,,,,,,,,,,,,,,,,
茴,茴,hui2],fennel,aniseed,,,,,,,,,,,,,,,,
茴芹,茴芹,hui2 qin2],anise (Pimpinella anisum),aniseed,chervil (Anthriscus cerefolium),,,,,,,,,,,,,,,
茴香,茴香,hui2 xiang1],fennel (Foeniculum vulgare),,,,,,,,,,,,,,,,,
茴香籽,茴香籽,hui2 xiang1 zi3],cumin,fennel seed,,,,,,,,,,,,,,,,
茵,茵,yin1],mattress,,,,,,,,,,,,,,,,,
茵芋,茵芋,yin1 yu4],Skimmia japonica,,,,,,,,,,,,,,,,,
茶,茶,cha2],tea,tea plant,CL:杯[bei1]壺|壶[hu2],,,,,,,,,,,,,,,
茶具,茶具,cha2 ju4],tea set,tea service,,,,,,,,,,,,,,,,
茶几,茶几,cha2 ji1],small side table,coffee table,teapoy (ornamental tripod with caddies for tea),,,,,,,,,,,,,,,
茶包,茶包,cha2 bao1],tea bag,(slang) trouble (loanword),,,,,,,,,,,,,,,,
茶匙,茶匙,cha2 chi2],teaspoon,,,,,,,,,,,,,,,,,
茶坊,茶坊,cha2 fang2],teahouse,,,,,,,,,,,,,,,,,
茶壺,茶壶,cha2 hu2],teapot,CL:把[ba3],,,,,,,,,,,,,,,,
茶座,茶座,cha2 zuo4],teahouse,tea-stall with seats,tea-garden or teahouse seat,,,,,,,,,,,,,,,
茶房,茶房,cha2 fang2],waiter,steward,porter,teahouse,,,,,,,,,,,,,,
茶敘,茶叙,cha2 xu4],to take tea and chat,a small-scale informal gathering with tea and snacks,,,,,,,,,,,,,,,,
茶晶,茶晶,cha2 jing1],yellow quartz,topaz,,,,,,,,,,,,,,,,
茶會,茶会,cha2 hui4],tea party,,,,,,,,,,,,,,,,,
茶杯,茶杯,cha2 bei1],teacup,tea-glass,cup,mug,CL:隻|只[zhi1],,,,,,,,,,,,,
茶樓,茶楼,cha2 lou2],tearoom,teahouse,dimsum restaurant (Hong Kong),,,,,,,,,,,,,,,
茶樹,茶树,cha2 shu4],tea tree,Camellia sinensis,,,,,,,,,,,,,,,,
茶碗,茶碗,cha2 wan3],teacup,,,,,,,,,,,,,,,,,
茶經,茶经,Cha2 jing1],the Classic of Tea first monograph ever on tea and its culture written by 陸羽|陆羽[Lu4 Yu3] between 760-780,,,,,,,,,,,,,,,,,
茶缸,茶缸,cha2 gang1],mug,,,,,,,,,,,,,,,,,
茶胸斑啄木鳥,茶胸斑啄木鸟,cha2 xiong1 ban1 zhuo2 mu4 niao3],(bird species of China) fulvous-breasted woodpecker (Dendrocopos macei),,,,,,,,,,,,,,,,,
茶色,茶色,cha2 se4],dark brown,tawny,,,,,,,,,,,,,,,,
茶花,茶花,cha2 hua1],camellia,,,,,,,,,,,,,,,,,
茶莊,茶庄,cha2 zhuang1],tea shop,,,,,,,,,,,,,,,,,
茶葉,茶叶,cha2 ye4],tea,tea leaves,CL:盒[he2]罐[guan4]包[bao1]片[pian4],,,,,,,,,,,,,,,
茶葉末兒,茶叶末儿,cha2 ye4 mo4 r5],tea leaves powder,,,,,,,,,,,,,,,,,
茶葉蛋,茶叶蛋,cha2 ye4 dan4],tea egg (egg boiled with flavorings which may include black tea),,,,,,,,,,,,,,,,,
茶藝,茶艺,cha2 yi4],the art of tea,,,,,,,,,,,,,,,,,
茶藨子,茶藨子,cha2 biao1 zi5],gooseberry,,,,,,,,,,,,,,,,,
茶袋,茶袋,cha2 dai4],tea bag,,,,,,,,,,,,,,,,,
茶褐色,茶褐色,cha2 he4 se4],dark brown,tawny,,,,,,,,,,,,,,,,
茶話會,茶话会,cha2 hua4 hui4],tea party,,,,,,,,,,,,,,,,,
茶農,茶农,cha2 nong2],tea grower,,,,,,,,,,,,,,,,,
茶道,茶道,cha2 dao4],Japanese tea ceremony,sado,,,,,,,,,,,,,,,,
茶錢,茶钱,cha2 qian2],tip,gratuity,money for tea,,,,,,,,,,,,,,,
茶陵,茶陵,Cha2 ling2],Chaling county in Zhuzhou 株洲 Hunan,,,,,,,,,,,,,,,,,
茶陵縣,茶陵县,Cha2 ling2 xian4],Chaling county in Zhuzhou 株洲 Hunan,,,,,,,,,,,,,,,,,
茶隼,茶隼,cha2 sun3],kestrel,common Eurasian falcon (Falco tinnunculus),,,,,,,,,,,,,,,,
茶飯不思,茶饭不思,cha2 fan4 bu4 si1],no thought for tea or rice (idiom); melancholic and suffering,to have no appetite,,,,,,,,,,,,,,,,
茶飯無心,茶饭无心,cha2 fan4 wu2 xin1],no heart for tea or rice (idiom); melancholic and suffering,to have no appetite,,,,,,,,,,,,,,,,
茶餘酒後,茶余酒后,cha2 yu2 jiu3 hou4],see 茶餘飯後|茶余饭后[cha2 yu2 fan4 hou4],,,,,,,,,,,,,,,,,
茶餘飯後,茶余饭后,cha2 yu2 fan4 hou4],leisure time (over a cup of tea after a meal etc),,,,,,,,,,,,,,,,,
茶餘飯飽,茶余饭饱,cha2 yu2 fan4 bao3],see 茶餘飯後|茶余饭后[cha2 yu2 fan4 hou4],,,,,,,,,,,,,,,,,
茶館,茶馆,cha2 guan3],teahouse,CL:家[jia1],,,,,,,,,,,,,,,,
茶館兒,茶馆儿,cha2 guan3 r5],a teashop,,,,,,,,,,,,,,,,,
茶馬互市,茶马互市,Cha2 ma3 hu4 shi4],old tea-horse market between Tibet China Southeast Asia and India formalized as a state enterprise under the Song dynasty,,,,,,,,,,,,,,,,,
茶馬古道,茶马古道,Cha2 ma3 gu3 dao4],old tea-horse road or southern Silk Road dating back to 6th century from Tibet and Sichuan through Yunnan and Southeast Asia reaching to Bhutan Sikkim India and beyond,,,,,,,,,,,,,,,,,
茶鹼,茶碱,cha2 jian3],Theophylline,,,,,,,,,,,,,,,,,
茶點,茶点,cha2 dian3],tea and cake,refreshments,tea and dimsun 點心|点心 traditional Hong Kong lunch,,,,,,,,,,,,,,,
茶點時間,茶点时间,cha2 dian3 shi2 jian1],tea break,tea and dimsun 點心|点心 traditional Hong Kong lunch,,,,,,,,,,,,,,,,
茷,茷,fa2],denseness of grass-foliage,,,,,,,,,,,,,,,,,
茸,茸,rong2],confused,fluffy,luxuriant growth,,,,,,,,,,,,,,,
茸毛,茸毛,rong2 mao2],fuzz,,,,,,,,,,,,,,,,,
茹,茹,Ru2],surname Ru,,,,,,,,,,,,,,,,,
茹,茹,ru2],to eat,(extended meaning) to endure,putrid smell,vegetables,roots (inextricably attached to the plant),,,,,,,,,,,,,
茹古涵今,茹古涵今,ru2 gu3 han2 jin1],to take in (old and new experiences and sorrows),,,,,,,,,,,,,,,,,
茹毛飲血,茹毛饮血,ru2 mao2 yin3 xue4],devour raw meat and fowl (of savages),,,,,,,,,,,,,,,,,
茹痛,茹痛,ru2 tong4],to endure (suffering or sorrow),,,,,,,,,,,,,,,,,
茹素,茹素,ru2 su4],to eat a vegetarian diet,,,,,,,,,,,,,,,,,
茹苦含辛,茹苦含辛,ru2 ku3 han2 xin1],bitter hardship,to bear one's cross,,,,,,,,,,,,,,,,
茹葷,茹荤,ru2 hun1],to eat meat,,,,,,,,,,,,,,,,,
茹葷飲酒,茹荤饮酒,ru2 hun1 yin3 jiu3],to eat meat and drink wine,,,,,,,,,,,,,,,,,
